,Desarrollador,Año,recommend,sentiment_analysis
101,Facepunch Studios,2006,True,1
102,Facepunch Studios,2006,True,1
103,Facepunch Studios,2006,True,2
104,Facepunch Studios,2006,True,2
105,Facepunch Studios,2006,True,2
106,Facepunch Studios,2006,True,2
107,Facepunch Studios,2006,True,2
108,Facepunch Studios,2006,True,1
109,Facepunch Studios,2006,True,2
110,Facepunch Studios,2006,True,2
111,Facepunch Studios,2006,True,2
112,Facepunch Studios,2006,True,2
113,Facepunch Studios,2006,True,1
114,Facepunch Studios,2006,True,2
115,Facepunch Studios,2006,True,1
116,Facepunch Studios,2006,True,2
117,Facepunch Studios,2006,True,2
118,Facepunch Studios,2006,True,2
119,Facepunch Studios,2006,True,2
120,Facepunch Studios,2006,True,2
121,Facepunch Studios,2006,True,2
122,Facepunch Studios,2006,True,2
123,Facepunch Studios,2006,True,2
124,Facepunch Studios,2006,True,2
125,Facepunch Studios,2006,True,0
126,Facepunch Studios,2006,True,2
127,Facepunch Studios,2006,True,0
128,Facepunch Studios,2006,True,2
129,Facepunch Studios,2006,True,2
130,Facepunch Studios,2006,True,2
131,Facepunch Studios,2006,True,2
132,Facepunch Studios,2006,True,2
133,Facepunch Studios,2006,True,2
134,Facepunch Studios,2006,True,1
135,Facepunch Studios,2006,True,2
136,Facepunch Studios,2006,True,2
137,Facepunch Studios,2006,False,0
138,Facepunch Studios,2006,True,2
139,Facepunch Studios,2006,True,2
140,Facepunch Studios,2006,True,2
141,Facepunch Studios,2006,True,0
142,Facepunch Studios,2006,True,2
143,Facepunch Studios,2006,True,2
144,Facepunch Studios,2006,True,2
145,Facepunch Studios,2006,True,1
146,Facepunch Studios,2006,True,1
147,Facepunch Studios,2006,True,2
148,Facepunch Studios,2006,True,2
149,Facepunch Studios,2006,True,1
150,Facepunch Studios,2006,True,0
151,Facepunch Studios,2006,True,2
152,Facepunch Studios,2006,True,2
153,Facepunch Studios,2006,True,2
154,Facepunch Studios,2006,True,1
155,Facepunch Studios,2006,True,2
156,Facepunch Studios,2006,True,2
157,Facepunch Studios,2006,True,2
158,Facepunch Studios,2006,True,2
159,Facepunch Studios,2006,True,1
160,Facepunch Studios,2006,True,1
161,Facepunch Studios,2006,True,2
162,Facepunch Studios,2006,True,2
163,Facepunch Studios,2006,True,2
164,Facepunch Studios,2006,True,2
165,Facepunch Studios,2006,True,2
166,Facepunch Studios,2006,True,2
167,Facepunch Studios,2006,True,2
168,Facepunch Studios,2006,True,2
169,Facepunch Studios,2006,True,2
170,Facepunch Studios,2006,False,2
171,Facepunch Studios,2006,True,2
172,Facepunch Studios,2006,True,2
173,Facepunch Studios,2006,True,2
174,Facepunch Studios,2006,False,0
175,Facepunch Studios,2006,True,2
176,Facepunch Studios,2006,True,2
177,Facepunch Studios,2006,True,2
178,Facepunch Studios,2006,True,2
179,Facepunch Studios,2006,True,1
180,Facepunch Studios,2006,True,1
181,Facepunch Studios,2006,True,1
182,Facepunch Studios,2006,True,1
183,Facepunch Studios,2006,True,2
184,Facepunch Studios,2006,True,0
185,Facepunch Studios,2006,True,0
186,Facepunch Studios,2006,True,2
187,Facepunch Studios,2006,True,1
188,Facepunch Studios,2006,True,1
189,Facepunch Studios,2006,True,2
190,Facepunch Studios,2006,True,1
191,Facepunch Studios,2006,True,2
192,Facepunch Studios,2006,True,1
193,Facepunch Studios,2006,True,1
194,Facepunch Studios,2006,True,2
195,Facepunch Studios,2006,True,2
196,Facepunch Studios,2006,True,0
197,Facepunch Studios,2006,True,2
198,Facepunch Studios,2006,True,1
199,Facepunch Studios,2006,True,2
200,Facepunch Studios,2006,True,1
201,Facepunch Studios,2006,True,2
202,Facepunch Studios,2006,True,1
203,Facepunch Studios,2006,True,2
204,Facepunch Studios,2006,True,2
205,Facepunch Studios,2006,True,2
206,Facepunch Studios,2006,True,1
207,Facepunch Studios,2006,True,2
208,Facepunch Studios,2006,True,2
209,Facepunch Studios,2006,True,2
210,Facepunch Studios,2006,True,2
211,Facepunch Studios,2006,True,2
212,Facepunch Studios,2006,True,1
213,Facepunch Studios,2006,True,2
214,Facepunch Studios,2006,True,2
215,Facepunch Studios,2006,True,2
216,Facepunch Studios,2006,True,2
217,Facepunch Studios,2006,True,1
218,Facepunch Studios,2006,True,2
219,Facepunch Studios,2006,True,1
220,Facepunch Studios,2006,True,1
221,Facepunch Studios,2006,True,1
222,Facepunch Studios,2006,True,0
223,Facepunch Studios,2006,True,2
224,Facepunch Studios,2006,True,2
225,Facepunch Studios,2006,True,1
226,Facepunch Studios,2006,True,2
227,Facepunch Studios,2006,True,2
228,Facepunch Studios,2006,True,2
229,Facepunch Studios,2006,True,1
230,Facepunch Studios,2006,True,2
231,Facepunch Studios,2006,True,1
232,Facepunch Studios,2006,True,2
233,Facepunch Studios,2006,True,1
234,Facepunch Studios,2006,True,0
235,Facepunch Studios,2006,True,2
236,Facepunch Studios,2006,True,2
237,Facepunch Studios,2006,True,2
238,Facepunch Studios,2006,True,1
239,Facepunch Studios,2006,True,2
240,Facepunch Studios,2006,True,2
241,Facepunch Studios,2006,True,2
242,Facepunch Studios,2006,True,2
243,Facepunch Studios,2006,True,2
244,Facepunch Studios,2006,True,2
245,Facepunch Studios,2006,True,2
246,Facepunch Studios,2006,True,1
247,Facepunch Studios,2006,True,1
248,Facepunch Studios,2006,True,2
249,Facepunch Studios,2006,True,2
250,Facepunch Studios,2006,True,2
251,Facepunch Studios,2006,False,2
252,Facepunch Studios,2006,True,1
253,Facepunch Studios,2006,False,0
254,Facepunch Studios,2006,True,2
255,Facepunch Studios,2006,True,1
256,Facepunch Studios,2006,True,1
257,Facepunch Studios,2006,True,0
258,Facepunch Studios,2006,True,1
259,Facepunch Studios,2006,True,2
260,Facepunch Studios,2006,True,2
261,Facepunch Studios,2006,True,0
262,Facepunch Studios,2006,True,2
263,Facepunch Studios,2006,True,0
264,Facepunch Studios,2006,True,2
265,Facepunch Studios,2006,True,2
266,Facepunch Studios,2006,True,1
267,Facepunch Studios,2006,True,1
268,Facepunch Studios,2006,True,2
269,Facepunch Studios,2006,True,1
270,Facepunch Studios,2006,True,0
271,Facepunch Studios,2006,True,2
272,Facepunch Studios,2006,True,2
273,Facepunch Studios,2006,True,2
274,Facepunch Studios,2006,True,1
275,Facepunch Studios,2006,True,1
276,Facepunch Studios,2006,True,2
277,Facepunch Studios,2006,True,2
278,Facepunch Studios,2006,True,1
279,Facepunch Studios,2006,True,1
280,Facepunch Studios,2006,True,1
281,Facepunch Studios,2006,True,2
282,Facepunch Studios,2006,True,2
283,Facepunch Studios,2006,True,2
284,Facepunch Studios,2006,True,2
285,Facepunch Studios,2006,True,2
286,Facepunch Studios,2006,True,2
287,Facepunch Studios,2006,True,2
288,Facepunch Studios,2006,True,2
289,Facepunch Studios,2006,True,1
290,Facepunch Studios,2006,True,2
291,Facepunch Studios,2006,True,2
292,Facepunch Studios,2006,True,1
293,Facepunch Studios,2006,True,2
294,Facepunch Studios,2006,True,2
295,Facepunch Studios,2006,True,2
296,Facepunch Studios,2006,True,1
297,Facepunch Studios,2006,True,2
298,Facepunch Studios,2006,True,1
299,Facepunch Studios,2006,True,2
300,Facepunch Studios,2006,True,1
301,Facepunch Studios,2006,True,2
302,Facepunch Studios,2006,True,2
303,Facepunch Studios,2006,True,1
304,Facepunch Studios,2006,False,2
305,Facepunch Studios,2006,True,0
306,Facepunch Studios,2006,True,2
307,Facepunch Studios,2006,True,2
308,Facepunch Studios,2006,True,2
309,Facepunch Studios,2006,True,2
310,Facepunch Studios,2006,True,2
311,Facepunch Studios,2006,True,1
312,Facepunch Studios,2006,True,2
313,Facepunch Studios,2006,True,2
314,Facepunch Studios,2006,True,2
315,Facepunch Studios,2006,True,2
316,Facepunch Studios,2006,True,2
317,Facepunch Studios,2006,True,2
318,Facepunch Studios,2006,True,2
319,Facepunch Studios,2006,True,2
320,Facepunch Studios,2006,True,2
321,Facepunch Studios,2006,True,2
322,Facepunch Studios,2006,True,0
323,Facepunch Studios,2006,False,1
324,Facepunch Studios,2006,True,2
325,Facepunch Studios,2006,True,2
326,Facepunch Studios,2006,True,2
327,Facepunch Studios,2006,True,0
328,Facepunch Studios,2006,True,2
329,Facepunch Studios,2006,True,2
330,Facepunch Studios,2006,True,0
331,Facepunch Studios,2006,True,2
332,Facepunch Studios,2006,True,2
333,Facepunch Studios,2006,True,2
334,Facepunch Studios,2006,True,0
335,Facepunch Studios,2006,True,2
336,Facepunch Studios,2006,True,2
337,Facepunch Studios,2006,True,2
338,Facepunch Studios,2006,True,2
339,Facepunch Studios,2006,True,2
340,Facepunch Studios,2006,True,2
341,Facepunch Studios,2006,True,2
342,Facepunch Studios,2006,True,2
343,Facepunch Studios,2006,True,1
344,Facepunch Studios,2006,True,2
345,Facepunch Studios,2006,True,2
346,Facepunch Studios,2006,True,2
347,Facepunch Studios,2006,True,2
348,Facepunch Studios,2006,True,2
349,Facepunch Studios,2006,True,2
350,Facepunch Studios,2006,True,2
351,Facepunch Studios,2006,True,2
352,Facepunch Studios,2006,True,2
353,Facepunch Studios,2006,True,2
354,Facepunch Studios,2006,True,1
355,Facepunch Studios,2006,True,1
356,Facepunch Studios,2006,True,2
357,Facepunch Studios,2006,True,1
358,Facepunch Studios,2006,True,2
359,Facepunch Studios,2006,True,1
360,Facepunch Studios,2006,True,1
361,Facepunch Studios,2006,True,2
362,Facepunch Studios,2006,True,2
363,Facepunch Studios,2006,True,2
364,Facepunch Studios,2006,True,2
365,Facepunch Studios,2006,True,2
366,Facepunch Studios,2006,True,2
367,Facepunch Studios,2006,True,2
368,Facepunch Studios,2006,True,1
369,Facepunch Studios,2006,True,2
370,Facepunch Studios,2006,True,2
371,Facepunch Studios,2006,True,2
372,Facepunch Studios,2006,True,2
373,Facepunch Studios,2006,True,1
374,Facepunch Studios,2006,False,1
375,Facepunch Studios,2006,True,0
376,Facepunch Studios,2006,True,2
377,Facepunch Studios,2006,True,1
378,Facepunch Studios,2006,True,2
379,Facepunch Studios,2006,True,2
380,Facepunch Studios,2006,True,2
381,Facepunch Studios,2006,True,1
382,Facepunch Studios,2006,True,1
383,Facepunch Studios,2006,True,1
384,Facepunch Studios,2006,True,1
385,Facepunch Studios,2006,True,2
386,Facepunch Studios,2006,True,2
387,Facepunch Studios,2006,False,2
388,Facepunch Studios,2006,True,1
389,Facepunch Studios,2006,True,1
390,Facepunch Studios,2006,True,1
391,Facepunch Studios,2006,True,1
392,Facepunch Studios,2006,True,1
393,Facepunch Studios,2006,True,2
394,Facepunch Studios,2006,True,2
395,Facepunch Studios,2006,True,1
396,Facepunch Studios,2006,True,0
397,Facepunch Studios,2006,True,1
398,Facepunch Studios,2006,True,1
399,Facepunch Studios,2006,True,1
400,Facepunch Studios,2006,True,2
401,Facepunch Studios,2006,True,2
402,Facepunch Studios,2006,True,2
403,Facepunch Studios,2006,True,2
404,Facepunch Studios,2006,True,2
405,Facepunch Studios,2006,True,2
406,Facepunch Studios,2006,True,2
407,Facepunch Studios,2006,True,1
408,Facepunch Studios,2006,False,1
409,Facepunch Studios,2006,True,2
410,Facepunch Studios,2006,True,1
411,Facepunch Studios,2006,True,1
412,Facepunch Studios,2006,True,1
413,Facepunch Studios,2006,True,1
414,Facepunch Studios,2006,True,2
415,Facepunch Studios,2006,True,2
416,Facepunch Studios,2006,True,2
417,Facepunch Studios,2006,True,2
418,Facepunch Studios,2006,True,2
419,Facepunch Studios,2006,True,2
420,Facepunch Studios,2006,True,0
421,Facepunch Studios,2006,True,1
422,Facepunch Studios,2006,True,1
423,Facepunch Studios,2006,True,2
424,Facepunch Studios,2006,True,2
425,Facepunch Studios,2006,True,2
426,Facepunch Studios,2006,True,2
427,Facepunch Studios,2006,True,2
428,Facepunch Studios,2006,True,2
429,Facepunch Studios,2006,True,2
430,Facepunch Studios,2006,True,1
431,Facepunch Studios,2006,True,1
432,Facepunch Studios,2006,True,1
433,Facepunch Studios,2006,True,2
434,Facepunch Studios,2006,True,2
435,Facepunch Studios,2006,True,2
436,Facepunch Studios,2006,True,1
437,Facepunch Studios,2006,True,2
438,Facepunch Studios,2006,True,0
439,Facepunch Studios,2006,True,1
440,Facepunch Studios,2006,True,1
441,Facepunch Studios,2006,True,2
442,Facepunch Studios,2006,True,1
443,Facepunch Studios,2006,False,1
444,Facepunch Studios,2006,True,0
445,Facepunch Studios,2006,True,0
446,Facepunch Studios,2006,True,2
447,Facepunch Studios,2006,True,2
448,Facepunch Studios,2006,True,2
449,Facepunch Studios,2006,True,0
450,Facepunch Studios,2006,True,1
451,Facepunch Studios,2006,True,2
452,Facepunch Studios,2006,True,1
453,Facepunch Studios,2006,True,1
454,Facepunch Studios,2006,True,2
455,Facepunch Studios,2006,True,2
456,Facepunch Studios,2006,True,2
457,Facepunch Studios,2006,True,1
458,Facepunch Studios,2006,True,2
459,Facepunch Studios,2006,True,1
460,Facepunch Studios,2006,True,1
461,Facepunch Studios,2006,True,1
462,Facepunch Studios,2006,True,1
463,Facepunch Studios,2006,True,1
464,Facepunch Studios,2006,True,2
465,Facepunch Studios,2006,True,1
466,Facepunch Studios,2006,True,2
467,Facepunch Studios,2006,True,2
468,Facepunch Studios,2006,True,2
469,Facepunch Studios,2006,True,1
470,Facepunch Studios,2006,True,1
471,Facepunch Studios,2006,True,2
472,Facepunch Studios,2006,True,1
473,Facepunch Studios,2006,True,2
474,Facepunch Studios,2006,True,2
475,Facepunch Studios,2006,True,1
476,Facepunch Studios,2006,True,0
477,Facepunch Studios,2006,True,2
478,Facepunch Studios,2006,True,1
479,Facepunch Studios,2006,True,2
480,Facepunch Studios,2006,True,2
481,Facepunch Studios,2006,True,2
482,Facepunch Studios,2006,True,0
483,Facepunch Studios,2006,True,1
484,Facepunch Studios,2006,True,1
485,Facepunch Studios,2006,True,1
486,Facepunch Studios,2006,True,2
487,Facepunch Studios,2006,True,1
488,Facepunch Studios,2006,True,1
489,Facepunch Studios,2006,True,2
490,Facepunch Studios,2006,True,2
491,Facepunch Studios,2006,True,2
492,Facepunch Studios,2006,True,1
493,Facepunch Studios,2006,True,2
494,Facepunch Studios,2006,True,2
495,Facepunch Studios,2006,True,2
496,Facepunch Studios,2006,True,2
497,Facepunch Studios,2006,True,2
498,Facepunch Studios,2006,True,2
499,Facepunch Studios,2006,True,1
500,Facepunch Studios,2006,True,1
501,Facepunch Studios,2006,True,2
502,Facepunch Studios,2006,True,2
503,Facepunch Studios,2006,True,1
504,Facepunch Studios,2006,False,0
505,Facepunch Studios,2006,True,2
506,Facepunch Studios,2006,True,1
507,Facepunch Studios,2006,True,2
508,Facepunch Studios,2006,True,2
509,Facepunch Studios,2006,True,2
510,Facepunch Studios,2006,True,2
511,Facepunch Studios,2006,True,2
512,Facepunch Studios,2006,True,2
513,Facepunch Studios,2006,True,2
514,Facepunch Studios,2006,True,2
515,Facepunch Studios,2006,True,2
516,Facepunch Studios,2006,True,2
517,Facepunch Studios,2006,True,1
518,Facepunch Studios,2006,True,2
519,Facepunch Studios,2006,True,2
520,Facepunch Studios,2006,True,2
521,Facepunch Studios,2006,True,2
522,Facepunch Studios,2006,True,1
523,Facepunch Studios,2006,True,2
524,Facepunch Studios,2006,True,2
525,Facepunch Studios,2006,True,2
526,Facepunch Studios,2006,True,2
527,Facepunch Studios,2006,True,2
528,Facepunch Studios,2006,True,2
529,Facepunch Studios,2006,True,1
530,Facepunch Studios,2006,True,0
531,Facepunch Studios,2006,True,2
532,Facepunch Studios,2006,True,2
533,Facepunch Studios,2006,True,0
534,Facepunch Studios,2006,True,2
535,Facepunch Studios,2006,True,1
536,Facepunch Studios,2006,False,1
537,Facepunch Studios,2006,True,2
538,Facepunch Studios,2006,False,0
539,Facepunch Studios,2006,True,2
540,Facepunch Studios,2006,True,2
541,Facepunch Studios,2006,True,2
542,Facepunch Studios,2006,True,1
543,Facepunch Studios,2006,True,2
544,Facepunch Studios,2006,True,2
545,Facepunch Studios,2006,True,1
546,Facepunch Studios,2006,True,0
547,Facepunch Studios,2006,True,2
548,Facepunch Studios,2006,True,1
549,Facepunch Studios,2006,True,2
550,Facepunch Studios,2006,True,2
551,Facepunch Studios,2006,True,2
552,Facepunch Studios,2006,True,1
553,Facepunch Studios,2006,True,2
554,Facepunch Studios,2006,True,1
555,Facepunch Studios,2006,True,0
556,Facepunch Studios,2006,True,2
557,Facepunch Studios,2006,True,2
558,Facepunch Studios,2006,True,2
559,Facepunch Studios,2006,True,2
560,Facepunch Studios,2006,True,1
561,Facepunch Studios,2006,True,2
562,Facepunch Studios,2006,True,2
563,Facepunch Studios,2006,True,2
564,Facepunch Studios,2006,True,2
565,Facepunch Studios,2006,True,1
566,Facepunch Studios,2006,True,1
567,Facepunch Studios,2006,True,1
568,Facepunch Studios,2006,True,2
569,Facepunch Studios,2006,True,2
570,Facepunch Studios,2006,True,1
571,Facepunch Studios,2006,True,1
572,Facepunch Studios,2006,False,1
573,Facepunch Studios,2006,True,2
574,Facepunch Studios,2006,True,1
575,Facepunch Studios,2006,True,0
576,Facepunch Studios,2006,True,2
577,Facepunch Studios,2006,True,2
578,Facepunch Studios,2006,True,1
579,Facepunch Studios,2006,True,2
580,Facepunch Studios,2006,True,2
581,Facepunch Studios,2006,True,0
582,Facepunch Studios,2006,True,0
583,Facepunch Studios,2006,True,2
584,Facepunch Studios,2006,True,2
585,Facepunch Studios,2006,True,2
586,Facepunch Studios,2006,True,1
587,Facepunch Studios,2006,True,2
588,Facepunch Studios,2006,True,2
589,Facepunch Studios,2006,True,2
590,Facepunch Studios,2006,True,0
591,Facepunch Studios,2006,True,2
592,Facepunch Studios,2006,True,2
593,Facepunch Studios,2006,True,1
594,Facepunch Studios,2006,True,2
595,Facepunch Studios,2006,True,1
596,Facepunch Studios,2006,True,2
597,Facepunch Studios,2006,True,2
598,Facepunch Studios,2006,False,0
599,Facepunch Studios,2006,True,1
600,Facepunch Studios,2006,True,2
601,Facepunch Studios,2006,True,2
602,Facepunch Studios,2006,True,2
603,Facepunch Studios,2006,True,2
604,Facepunch Studios,2006,True,2
605,Facepunch Studios,2006,True,2
606,Facepunch Studios,2006,True,1
607,Facepunch Studios,2006,True,2
608,Facepunch Studios,2006,True,1
609,Facepunch Studios,2006,True,1
610,Facepunch Studios,2006,True,2
611,Facepunch Studios,2006,True,2
612,Facepunch Studios,2006,True,0
613,Facepunch Studios,2006,True,1
614,Facepunch Studios,2006,True,2
615,Facepunch Studios,2006,True,1
616,Facepunch Studios,2006,True,0
617,Facepunch Studios,2006,True,1
618,Facepunch Studios,2006,True,2
619,Facepunch Studios,2006,True,2
620,Facepunch Studios,2006,True,1
621,Facepunch Studios,2006,True,2
622,Facepunch Studios,2006,True,2
623,Facepunch Studios,2006,True,2
624,Facepunch Studios,2006,True,1
625,Facepunch Studios,2006,True,1
626,Facepunch Studios,2006,True,2
627,Facepunch Studios,2006,True,2
628,Facepunch Studios,2006,True,1
629,Facepunch Studios,2006,True,2
630,Facepunch Studios,2006,True,2
631,Facepunch Studios,2006,True,0
632,Facepunch Studios,2006,True,2
633,Facepunch Studios,2006,True,2
634,Facepunch Studios,2006,False,1
635,Facepunch Studios,2006,True,2
636,Facepunch Studios,2006,True,1
637,Facepunch Studios,2006,True,2
638,Facepunch Studios,2006,True,2
639,Facepunch Studios,2006,True,2
640,Facepunch Studios,2006,True,1
641,Facepunch Studios,2006,True,2
642,Facepunch Studios,2006,True,1
643,Facepunch Studios,2006,True,1
644,Facepunch Studios,2006,True,2
645,Facepunch Studios,2006,True,2
646,Facepunch Studios,2006,True,1
647,Facepunch Studios,2006,True,1
648,Facepunch Studios,2006,True,1
649,Facepunch Studios,2006,True,2
650,Facepunch Studios,2006,True,2
651,Facepunch Studios,2006,True,2
652,Facepunch Studios,2006,True,2
653,Facepunch Studios,2006,True,2
654,Facepunch Studios,2006,True,1
655,Facepunch Studios,2006,True,2
656,Facepunch Studios,2006,True,1
657,Facepunch Studios,2006,True,2
658,Facepunch Studios,2006,True,2
659,Facepunch Studios,2006,True,2
660,Facepunch Studios,2006,True,2
661,Facepunch Studios,2006,True,2
662,Facepunch Studios,2006,True,2
663,Facepunch Studios,2006,True,1
664,Facepunch Studios,2006,True,1
665,Facepunch Studios,2006,True,2
666,Facepunch Studios,2006,True,1
667,Facepunch Studios,2006,True,0
668,Facepunch Studios,2006,True,1
669,Facepunch Studios,2006,True,1
670,Facepunch Studios,2006,True,2
671,Facepunch Studios,2006,True,2
672,Facepunch Studios,2006,True,2
673,Facepunch Studios,2006,True,1
674,Facepunch Studios,2006,True,2
675,Facepunch Studios,2006,True,2
676,Facepunch Studios,2006,True,2
677,Facepunch Studios,2006,True,2
678,Facepunch Studios,2006,True,0
679,Facepunch Studios,2006,True,2
680,Facepunch Studios,2006,True,2
681,Facepunch Studios,2006,True,0
682,Facepunch Studios,2006,True,2
683,Facepunch Studios,2006,True,2
684,Facepunch Studios,2006,True,2
685,Facepunch Studios,2006,True,2
686,Facepunch Studios,2006,True,2
687,Facepunch Studios,2006,False,1
688,Facepunch Studios,2006,True,2
689,Facepunch Studios,2006,True,2
690,Facepunch Studios,2006,True,2
691,Facepunch Studios,2006,True,1
692,Facepunch Studios,2006,True,1
693,Facepunch Studios,2006,True,1
694,Facepunch Studios,2006,True,2
695,Facepunch Studios,2006,True,1
696,Facepunch Studios,2006,True,2
697,Facepunch Studios,2006,True,1
698,Facepunch Studios,2006,True,1
699,Facepunch Studios,2006,True,2
700,Facepunch Studios,2006,True,0
701,Facepunch Studios,2006,True,2
702,Facepunch Studios,2006,True,2
703,Facepunch Studios,2006,True,1
704,Facepunch Studios,2006,True,1
705,Facepunch Studios,2006,True,1
706,Facepunch Studios,2006,True,2
707,Facepunch Studios,2006,True,2
708,Facepunch Studios,2006,True,1
709,Facepunch Studios,2006,True,2
710,Facepunch Studios,2006,True,2
711,Facepunch Studios,2006,True,2
712,Facepunch Studios,2006,True,2
713,Facepunch Studios,2006,True,2
714,Facepunch Studios,2006,True,2
715,Facepunch Studios,2006,True,2
716,Facepunch Studios,2006,True,1
717,Facepunch Studios,2006,True,2
718,Facepunch Studios,2006,True,2
719,Facepunch Studios,2006,True,2
720,Facepunch Studios,2006,True,1
721,Facepunch Studios,2006,True,1
722,Facepunch Studios,2006,True,2
723,Facepunch Studios,2006,True,1
724,Facepunch Studios,2006,True,2
725,Facepunch Studios,2006,True,2
726,Facepunch Studios,2006,True,2
727,Facepunch Studios,2006,False,0
728,Facepunch Studios,2006,True,2
729,Facepunch Studios,2006,True,0
730,Facepunch Studios,2006,True,2
731,Facepunch Studios,2006,True,1
732,Facepunch Studios,2006,True,1
733,Facepunch Studios,2006,True,2
734,Facepunch Studios,2006,True,1
735,Facepunch Studios,2006,True,2
736,Facepunch Studios,2006,True,2
737,Facepunch Studios,2006,True,2
738,Facepunch Studios,2006,True,2
739,Facepunch Studios,2006,True,2
740,Facepunch Studios,2006,True,1
741,Facepunch Studios,2006,True,2
742,Facepunch Studios,2006,True,2
743,Facepunch Studios,2006,True,2
744,Facepunch Studios,2006,True,2
745,Facepunch Studios,2006,True,1
746,Facepunch Studios,2006,True,2
747,Facepunch Studios,2006,True,1
748,Facepunch Studios,2006,True,2
749,Facepunch Studios,2006,True,2
750,Facepunch Studios,2006,True,1
751,Facepunch Studios,2006,True,2
752,Facepunch Studios,2006,True,2
753,Facepunch Studios,2006,True,1
754,Facepunch Studios,2006,True,2
755,Facepunch Studios,2006,True,2
756,Facepunch Studios,2006,True,0
757,Facepunch Studios,2006,True,1
758,Facepunch Studios,2006,True,2
759,Facepunch Studios,2006,True,2
760,Facepunch Studios,2006,False,0
761,Facepunch Studios,2006,True,2
762,Facepunch Studios,2006,True,2
763,Facepunch Studios,2006,True,2
764,Facepunch Studios,2006,True,1
765,Facepunch Studios,2006,True,2
766,Facepunch Studios,2006,True,2
767,Facepunch Studios,2006,True,2
768,Facepunch Studios,2006,True,2
769,Facepunch Studios,2006,True,0
770,Facepunch Studios,2006,True,2
771,Facepunch Studios,2006,True,2
772,Facepunch Studios,2006,True,2
773,Facepunch Studios,2006,True,2
774,Facepunch Studios,2006,True,2
775,Facepunch Studios,2006,True,1
776,Facepunch Studios,2006,True,2
